,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
277,makakilo city,1,US,1624721286,81,21.3524,-158.0865,71.31,4.61
278,carlsbad,90,US,1624721644,82,33.1581,-117.3506,82.71,1.99
279,mackay,98,AU,1624721766,88,-21.15,149.2,63.05,9.22
280,praia da vitoria,90,CV,1624721767,78,14.9215,-23.5087,77.54,21.85
281,ust-kulom,26,RU,1624721767,59,61.6864,53.6902,69.66,5.23
282,bosaso,92,SO,1624721767,61,11.2842,49.1816,88.39,6.22
283,islamkot,0,PK,1624721768,62,24.6997,70.177,86.63,21.59
284,baker city,40,US,1624721768,81,30.5882,-91.1682,87.82,9.22
285,pesaro,55,IT,1624721768,62,43.9036,12.8903,91.53,4.0
286,gornopravdinsk,71,RU,1624721769,61,60.05,69.9,62.71,5.75
287,portland,0,US,1624721623,67,45.5234,-122.6762,82.62,1.99
288,kurumkan,5,RU,1624721769,71,54.3,110.3,63.77,3.04
289,kutum,91,SD,1624721770,13,14.2,24.6667,92.91,15.3
290,alghero,0,IT,1624721770,37,40.5589,8.3181,84.29,17.27
291,leningradskiy,55,RU,1624721770,66,69.3833,178.4167,41.49,6.91
292,bonthe,100,SL,1624721205,73,7.5264,-12.505,81.39,10.13
293,pandan,28,PH,1624721771,81,14.0453,124.1694,79.88,3.6
294,bubaque,88,GW,1624721771,78,11.2833,-15.8333,81.21,12.12
295,cabatuan,100,PH,1624721771,87,10.8794,122.486,77.54,2.06
296,matara,92,LK,1624721772,87,5.9485,80.5353,78.03,11.03
297,shingu,100,JP,1624721772,88,33.7333,135.9833,72.91,4.65
298,jinchang,9,CN,1624721772,47,38.4953,102.1739,73.22,4.36
299,san andres,23,ML,1624721203,26,13.3034,-4.8956,99.3,7.47
300,haverfordwest,95,GB,1624721773,72,51.8017,-4.9691,65.34,5.35
301,inhambane,0,MZ,1624721773,83,-23.865,35.3833,75.18,11.5
302,tilichiki,71,RU,1624721774,87,60.4667,166.1,48.38,2.64
303,kloulklubed,100,PW,1624721774,73,7.0419,134.2556,75.7,7.2
304,torit,99,SS,1624721774,54,4.4133,32.5678,81.46,2.66
305,roma,90,US,1624721244,72,43.2128,-75.4557,78.66,3.44
306,bardiyah,0,LY,1624721775,59,31.7561,25.0865,84.13,16.37
307,aklavik,62,CA,1624721775,68,68.2191,-135.0107,49.03,3.31
308,carupano,12,VE,1624721775,67,10.6678,-63.2585,85.08,8.9
309,meulaboh,98,ID,1624721212,87,4.1363,96.1285,76.84,2.48
310,cayenne,40,GF,1624721776,74,4.9333,-52.3333,87.84,5.01
311,east london,33,IS,1624721179,26,65.0,-15.0,67.75,26.35
312,palmer,90,US,1624721678,74,42.1584,-72.3287,81.21,1.01
313,luanda,17,AO,1624721024,73,-8.8368,13.2343,76.98,13.58
314,katangli,100,RU,1624721777,93,51.7102,143.2326,43.32,7.7
315,geraldton,87,AU,1624721188,76,-28.7667,114.6,48.61,13.8
316,luderitz,0,NA,1624721777,64,-26.6481,15.1594,60.28,13.4
317,lorengau,48,PG,1624721778,80,-2.0226,147.2712,80.29,5.41
318,hudson bay,40,US,1624721778,72,40.7168,-74.0663,85.08,11.99
319,kahului,1,US,1624721510,81,20.8947,-156.47,73.85,5.75
320,whitecourt,20,CA,1624721778,53,54.1502,-115.6855,74.44,10.36
321,kattivakkam,100,IN,1624721779,76,13.2167,80.3167,87.89,13.53
322,kadoma,100,JP,1624721779,71,34.7333,135.5833,75.18,1.99
323,pitimbu,85,BR,1624721260,57,-7.4706,-34.8086,86.59,18.43
324,ntcheu,5,MW,1624721780,52,-14.8203,34.6359,62.29,2.57
325,manzanillo,2,CU,1624721780,64,20.3433,-77.1167,84.78,3.85
326,san-pedro,100,CI,1624721780,79,4.7485,-6.6363,80.01,6.73
327,sinnamary,34,GF,1624721781,73,5.3833,-52.95,81.97,9.37
328,port lincoln,32,CD,1624721160,44,-7.0349,29.7638,79.21,1.72
329,pirgos,0,GR,1624721781,46,35.1167,25.7178,91.08,6.08
330,husavik,0,IS,1624721185,51,66.0449,-17.3389,69.71,8.95
331,ceyhan,6,TR,1624721781,46,37.0247,35.8175,91.74,11.74
332,cartagena del chaira,75,CO,1624721777,70,10.3997,-75.5144,83.82,10.36
333,wamba,100,NG,1624721277,63,8.9333,8.6,84.6,5.14
334,sorong,100,ID,1624721782,83,-0.8833,131.25,78.89,3.96
335,faya,96,SA,1624721783,15,18.3851,42.4509,84.72,13.38
336,clyde river,100,US,1624721783,73,41.3042,-82.9752,81.59,19.01
337,vostochnyy,92,RU,1624721783,44,55.8167,37.8667,89.78,3.47
338,salalah,75,OM,1624721784,83,17.0151,54.0924,82.49,12.66
339,anloga,100,GH,1624721784,80,5.7947,0.8973,73.62,11.03
340,narsaq,97,GL,1624721784,81,60.9167,-46.05,57.42,4.14
341,vila velha,100,PT,1624721187,54,42.0304,-8.1588,73.74,7.83
342,kamen-na-obi,100,RU,1624721785,83,53.7884,81.3423,55.22,3.65
343,verkhoyansk,79,RU,1624721785,42,67.5447,133.385,70.14,5.17
344,trapani,0,IT,1624721785,62,37.8333,12.6667,90.28,10.36
345,grand river south east,40,US,1624721203,46,38.8755,-109.5012,72.59,11.32
346,beloha,11,MG,1624721786,73,-25.1667,45.05,65.53,4.23
347,port blair,32,CD,1624721193,44,-7.0349,29.7638,79.21,1.72
348,ust-kuyga,74,RU,1624721786,63,70.0167,135.6,56.17,5.08
349,hami,98,CN,1624721787,16,42.8,93.45,87.15,10.11
350,svetlogorsk,17,BY,1624721220,60,52.6333,29.7333,83.05,7.11
351,komsomolskiy,1,UZ,1624721787,20,40.4272,71.7189,86.72,2.3
352,pisco,40,PE,1624721702,68,-13.7,-76.2167,67.01,3.44
353,payakumbuh,99,ID,1624721788,98,-0.2202,100.6308,69.1,3.44
354,murchison,100,NZ,1624721788,100,-41.8,172.3333,54.86,3.33
355,erenhot,0,CN,1624721788,36,43.6475,111.9767,78.12,9.6
356,nishihara,75,JP,1624721789,94,26.1842,127.7558,80.65,13.8
357,prince rupert,3,CA,1624721789,58,52.9669,-108.3847,68.16,5.35
358,darlowo,41,PL,1624721789,71,54.421,16.4107,64.74,9.64
359,san quintin,19,ML,1624721790,25,13.3034,-4.8956,100.09,8.86
360,tiksi,71,RU,1624721790,82,71.6872,128.8694,35.53,5.73
361,vostok,25,RU,1624721221,86,46.4856,135.8833,58.87,4.65
362,smithers,20,CA,1624721279,77,54.7804,-127.1743,64.72,2.3
363,villazon,68,BO,1624721791,8,-22.0866,-65.5942,49.64,5.57
364,svidnik,52,SK,1624721792,64,49.3082,21.5703,78.19,9.8
365,nouadhibou,7,MR,1624721278,65,20.931,-17.0347,76.98,17.27
366,oktyabrskoye,83,RU,1624721792,55,43.0645,44.7417,86.14,4.47
367,young,84,UY,1624721793,68,-32.6833,-57.6333,57.22,7.31
368,kharan,0,PK,1624721793,10,28.5833,65.4167,94.41,6.17
369,wad madani,43,RU,1624721793,81,55.5301,44.2114,77.36,7.14
370,puerto escondido,0,ES,1624721294,69,36.5939,-6.233,84.31,11.5
371,zhuhai,40,CN,1624721282,94,22.2769,113.5678,86.11,8.05
372,tam ky,32,NE,1624721794,15,13.1339,12.1367,104.49,7.99
373,businga,66,CD,1624721794,68,3.3333,20.8833,79.75,3.67
374,viedma,98,AR,1624721795,61,-40.8135,-62.9967,47.97,20.09
375,haapiti,0,PF,1624721795,72,-17.5667,-149.8667,74.93,6.38
376,acapulco,90,MX,1624721565,78,16.8634,-99.8901,76.82,4.61
377,iqaluit,75,CA,1624721751,70,63.7506,-68.5145,42.53,10.0
378,yarada,75,IN,1624721796,74,17.65,83.2667,86.32,3.44
379,severo-kurilsk,64,RU,1624721796,94,50.6789,156.125,43.39,13.67
380,jacareacanga,70,BR,1624721796,39,-6.2222,-57.7528,92.7,4.85
381,sabha,0,LY,1624721541,7,27.0377,14.4283,104.34,20.18
382,abu dhabi,8,IN,1624721797,45,24.6,72.7,79.12,7.65
383,derzhavinsk,51,KZ,1624721797,44,51.1,66.3167,70.61,10.02
384,grand gaube,31,US,1624721797,40,38.8755,-109.5012,74.95,12.88
385,ituverava,4,BR,1624721798,24,-20.3394,-47.7806,81.12,7.61
386,mugur-aksy,90,RU,1624721798,79,50.35,90.5,44.42,5.68
387,mackenzie,1,CA,1624721798,77,55.2999,-123.1698,66.42,0.0
388,lavrentiya,100,RU,1624721799,85,65.5833,-171.0,43.83,7.81
389,linxia,29,CN,1624721799,82,35.6003,103.2064,60.84,4.18
390,tambacounda,40,SN,1624721799,31,13.7539,-13.7586,86.05,6.91
391,curumani,100,CO,1624721800,67,9.1999,-73.5427,83.7,1.77
392,balaipungut,82,ID,1624721800,93,1.05,101.2833,79.21,1.79
393,yining,83,CN,1624721800,94,29.0361,114.5636,77.31,2.39
394,sambava,3,MG,1624721800,84,-14.2667,50.1667,72.0,10.89
395,udimskiy,12,RU,1624721801,52,61.1417,45.9144,78.75,0.36
396,ramanathapuram,99,IN,1624721801,58,9.3833,78.8333,87.3,13.44
397,tevriz,81,RU,1624721802,72,57.509,72.4042,59.86,5.75
398,podyuga,74,RU,1624721802,83,61.095,40.8647,73.83,6.89
399,dongkan,48,CN,1624721802,91,33.9997,119.8308,73.06,7.99
400,muros,100,ES,1624721803,64,42.7762,-9.0603,72.68,14.65
401,gunjur,75,GM,1624721803,78,13.2019,-16.7339,80.67,8.05
402,cairns,90,AU,1624721803,83,-16.9167,145.7667,71.55,8.05
403,laguna,1,US,1624721804,70,38.421,-121.4238,80.96,3.44
404,aktau,46,KZ,1624721804,40,43.65,51.2,95.58,5.79
405,gravelbourg,32,CA,1624721804,62,49.8834,-106.5512,66.47,12.75
406,aljezur,26,PT,1624721805,56,37.3191,-8.8033,73.15,11.56
407,surgut,0,RU,1624721805,42,61.25,73.4167,66.38,6.71
408,hamilton,75,US,1624721602,71,39.1834,-84.5333,83.25,3.0
409,nuuk,75,GL,1624721805,93,64.1835,-51.7216,45.21,12.66
410,kokopo,74,PG,1624721806,86,-4.352,152.2633,75.72,4.61
411,fare,13,PF,1624721806,75,-16.7,-151.0167,80.38,8.59
412,doba,84,TD,1624721806,48,8.65,16.85,88.5,6.55
413,kabare,36,CD,1624721807,70,-2.4683,28.8242,66.4,0.89
414,rundu,7,NA,1624721807,19,-17.9333,19.7667,71.22,2.08
415,santa maria del oro,78,PH,1624721807,89,17.486,120.4348,78.57,3.51
416,teterow,82,DE,1624721808,52,53.7833,12.5667,69.96,5.5
417,antalaha,1,MG,1624721808,88,-14.9003,50.2788,69.85,8.84
418,moscow,99,RU,1624721808,40,55.7522,37.6156,90.03,4.52
419,port moresby,41,CD,1624721809,47,-7.0349,29.7638,76.89,3.49
420,rio grande,10,GR,1624721809,38,38.3,21.7833,100.6,10.49
421,ogaminana,100,NG,1624721809,79,7.5946,6.2248,77.81,1.79
422,huadian,100,CN,1624721810,94,42.9633,126.7478,61.95,1.79
423,sisimiut,74,GL,1624721810,81,66.9395,-53.6735,44.02,10.47
424,les cayes,65,ES,1624721810,46,42.8108,0.7105,85.55,3.98
425,toora-khem,20,RU,1624721811,70,52.4675,96.11,48.18,2.15
426,riyadh,3,SA,1624721811,7,24.6877,46.7219,107.74,9.91
427,mikun,46,RU,1624721811,54,62.3547,50.0771,73.18,2.08
428,cartagena,75,CO,1624721600,70,10.3997,-75.5144,83.82,10.36
429,kavaratti,11,IN,1624721812,70,10.5669,72.642,83.34,14.54
430,taldan,87,RU,1624721812,95,53.6667,124.8,60.87,2.26
431,huarmey,17,PE,1624721214,73,-10.0681,-78.1522,67.03,8.5
432,havre-saint-pierre,75,CA,1624721813,82,50.2334,-63.5986,70.39,6.91
433,gueret,100,FR,1624721565,45,46.1667,1.8667,76.66,3.51
434,vanderhoof,18,CA,1624721813,57,54.0166,-124.0198,74.61,1.88
435,zyryanskoye,100,RU,1624721814,90,56.8306,86.6258,50.86,6.87
436,pinega,100,RU,1624721814,53,64.7001,43.3936,71.73,5.86
437,tura,83,IN,1624721814,96,25.5198,90.2201,74.89,5.12
438,gayny,43,RU,1624721815,56,60.3071,54.3241,71.91,8.03
439,airai,56,TL,1624721815,94,-8.9266,125.4092,58.46,3.76
440,mayumba,100,GA,1624721815,86,-3.432,10.6554,75.16,7.05
441,aduturai,100,IN,1624721816,63,11.0147,79.4791,85.37,11.68
442,taltal,100,CL,1624721816,63,-25.4,-70.4833,64.42,7.63
443,bodden town,100,GB,1624721816,64,51.1954,-2.5161,68.56,10.18
444,tiruchchendur,97,IN,1624721817,64,8.4833,78.1167,84.51,12.8
445,talaya,49,RU,1624721817,75,61.3833,152.75,52.99,0.94
446,quelimane,20,MZ,1624721818,69,-17.8786,36.8883,78.75,6.91
447,cockburn town,0,AU,1624721246,67,-32.0833,141.0,41.92,7.52
448,putina,3,PE,1624721818,49,-15.4667,-69.4333,48.04,6.58
449,bideford,69,GB,1624721818,64,51.0179,-4.2046,67.84,9.48
450,chaman,0,PK,1624721819,9,30.9236,66.4512,83.46,9.53
451,ibotirama,0,BR,1624721819,23,-12.1853,-43.2206,88.95,3.8
452,tottori,100,JP,1624721819,78,35.5,134.2333,68.63,6.38
453,sunyani,100,GH,1624721820,60,7.3399,-2.3268,85.75,1.25
454,carballo,100,ES,1624721820,84,43.213,-8.691,71.58,5.37
455,namibe,22,AO,1624721820,63,-15.1961,12.1522,74.05,7.9
456,bonavista,77,CA,1624721821,66,48.6499,-53.1147,68.0,10.6
457,eureka,65,US,1624721720,74,40.8021,-124.1637,54.79,5.93
458,taubate,20,BR,1624721775,50,-23.0264,-45.5553,82.9,12.66
459,tuatapere,100,NZ,1624721256,92,-46.1333,167.6833,44.82,3.91
460,dukat,13,RU,1624721821,57,62.55,155.55,53.06,3.51
461,carutapera,42,BR,1624721822,73,-1.195,-46.02,82.8,6.78
462,korla,65,CN,1624721822,24,41.7597,86.1469,79.95,15.39
463,chapais,100,CA,1624721290,89,49.7834,-74.8492,65.98,4.07
464,tocopilla,53,CL,1624721820,65,-22.092,-70.1979,65.57,8.93
465,berdyaush,16,RU,1624721823,88,55.1619,59.1464,68.5,8.12
466,kanniyakumari,65,IN,1624721823,82,8.0833,77.5667,80.2,21.18
467,matagami,90,CA,1624721824,83,49.7502,-77.6328,69.91,3.44
468,ust-maya,100,RU,1624721824,66,60.4167,134.5333,58.55,1.86
469,pangody,18,RU,1624721824,47,65.85,74.4859,54.41,8.75
470,monticello,1,US,1624721731,77,45.3055,-93.7941,75.11,5.75
471,vila franca do campo,100,PT,1624721825,54,42.0304,-8.1588,73.74,8.08
472,beyla,72,GN,1624721825,74,8.6833,-8.6333,76.64,4.0
473,machico,20,PT,1624721645,60,32.7,-16.7667,75.7,17.27
474,kamaishi,63,JP,1624721826,93,39.2667,141.8833,65.23,4.74
475,andenes,100,NO,1624721290,87,69.3143,16.1194,54.07,5.75
476,kidal,13,ML,1624721827,9,18.4411,1.4078,107.29,2.73
477,boralday,75,KZ,1624721827,33,43.3578,76.8594,71.46,2.24
478,digras,43,IN,1624721828,60,20.1167,77.7167,86.54,11.32
479,empalme,20,MX,1624721730,79,27.9667,-110.8167,90.36,0.0
480,thinadhoo,89,MV,1624721828,74,0.5333,72.9333,82.71,13.87
481,guerrero negro,100,MX,1624721793,65,17.6667,-100.0,71.01,1.95
482,tortoli,41,IT,1624721829,54,39.9256,9.6572,80.29,4.29
483,deputatskiy,61,RU,1624721829,54,69.3,139.9,63.99,2.68
484,gidam,82,IN,1624721829,81,18.9833,81.4,78.82,1.9
485,xiuyan,100,CN,1624721830,96,40.2928,123.2744,65.71,9.06
486,lakatoro,40,VU,1624721830,76,-16.0999,167.4164,77.2,17.67
487,tuy hoa,81,PH,1624721234,84,14.0183,120.7296,83.46,3.69
488,myanaung,99,MM,1624721830,86,18.2833,95.3167,79.41,7.83
489,ngunguru,100,NZ,1624721831,83,-35.6167,174.5,60.17,15.05
490,trinidad,24,BO,1624721211,62,-14.8333,-64.9,85.98,11.5
491,hervey bay,49,US,1624721831,70,33.4982,-93.7771,85.06,10.67
492,tecoanapa,100,MX,1624721832,58,16.5167,-98.75,79.03,2.89
493,sabya,82,SA,1624721832,57,17.1495,42.6254,92.82,6.82
494,songjianghe,100,CN,1624721832,97,42.1859,127.479,56.93,3.83
495,codrington,83,AU,1624721833,94,-38.2667,141.9667,50.94,7.76
496,abu samrah,8,IN,1624721833,45,24.6,72.7,79.12,7.65
497,inuvik,75,CA,1624721833,76,68.3499,-133.7218,49.06,2.3
498,chicama,39,PE,1624721834,65,-7.8447,-79.1469,64.94,8.21
499,yaan,100,NG,1624721834,71,7.3833,8.5667,82.2,6.91
500,cedral,14,MX,1624721835,47,23.8,-100.7333,72.84,9.22
501,porto novo,75,PT,1624721721,72,41.1496,-8.611,75.29,1.99
502,atambua,57,ID,1624721835,88,-9.1061,124.8925,72.07,5.23
503,nador,20,MA,1624721639,69,35.174,-2.9287,82.47,8.05
504,yerbogachen,54,RU,1624721835,75,61.2767,108.0108,60.08,10.94
505,afsin,65,TR,1624721836,40,38.2477,36.914,76.06,6.98
506,gouyave,40,GD,1624721836,94,12.1646,-61.7296,75.97,16.11
507,tarrafal,71,CV,1624721836,82,15.2833,-23.7667,77.79,12.3
508,naze,100,JP,1624721837,91,28.3667,129.4833,77.27,11.61
509,konstantinovka,33,RU,1624721837,78,49.6167,127.9833,65.59,6.53
510,okhotsk,1,RU,1624721837,82,59.3833,143.3,52.23,6.11
511,sabzevar,0,IR,1624721774,12,36.2126,57.6819,90.68,9.22
512,marshall,75,US,1624721838,62,34.3834,-86.3333,83.07,1.99
513,qaqortoq,99,GL,1624721838,89,60.7167,-46.0333,57.7,4.72
514,mahajanga,20,MG,1624721839,69,-15.7167,46.3167,75.22,4.61
515,najran,100,SA,1624721839,8,17.4924,44.1277,95.65,11.97
516,isangel,22,VU,1624721839,71,-19.55,169.2667,73.6,13.31
517,nizhniy baskunchak,100,RU,1624721840,90,45.3926,39.2364,76.98,4.36
518,mpulungu,1,ZM,1624721840,50,-8.7623,31.1141,73.24,4.07
519,soligalich,92,RU,1624721840,91,59.0778,42.2864,69.12,4.43
520,bocaiuva,0,BR,1624721841,24,-17.1078,-43.815,76.71,10.94
521,sao miguel do oeste,84,IN,1624721841,70,20.5113,76.2129,79.61,10.13
522,amapa,33,BR,1624721251,55,1.0,-52.0,86.05,4.65
523,malatya,75,TR,1624721841,60,38.5,38.0,69.85,8.05
524,whitianga,94,NZ,1624721842,91,-36.8333,175.7,59.02,9.69
525,ponot,100,PH,1624721842,81,8.452,123.0222,79.47,2.26
526,talakan,84,RU,1624721843,93,50.3167,130.3667,63.39,2.28
527,svetlaya,100,RU,1624721843,97,46.5389,138.3297,55.71,3.96
528,hun,1,LY,1624721843,8,29.1268,15.9477,105.82,20.24
529,orotina,31,CR,1624721844,70,9.912,-84.5234,81.91,3.94
530,sur,0,OM,1624721844,51,22.5667,59.5289,90.48,13.38
531,basco,74,PH,1624721845,81,20.4487,121.9702,84.0,18.01
532,hay river,97,GB,1624721845,77,52.0705,-3.1274,70.21,13.2
533,veraval,96,IN,1624721845,73,20.9,70.3667,84.11,14.36
534,omsukchan,28,RU,1624721846,57,62.5333,155.8,54.39,3.42
535,trindade,0,BR,1624721846,21,-16.6494,-49.4889,82.15,9.57
536,kamenka,5,RU,1624721846,57,51.3223,42.7678,83.53,4.79
537,qasigiannguit,99,GL,1624721847,81,68.8193,-51.1922,46.65,6.58
538,sovetskiy,100,RU,1624721847,88,61.3614,63.5842,55.24,3.29
539,kawalu,53,ID,1624721847,98,-7.3817,108.2082,72.48,0.89
540,ottawa,75,CA,1624721590,93,45.4112,-75.6981,69.3,7.0
541,coahuayana,100,MX,1624721848,83,18.7333,-103.6833,85.48,3.6
542,verkhovazhye,60,RU,1624721848,66,60.7472,42.0465,78.58,3.62
543,roald,75,NO,1624721849,87,62.5833,6.1333,60.17,3.44
544,belmonte,47,BR,1624721849,59,-15.8631,-38.8828,72.1,13.0
545,maturin,62,VE,1624721849,78,9.75,-63.1767,81.55,5.73
546,olinda,20,BR,1624721624,57,-8.0089,-34.8553,80.33,14.97
547,san patricio,19,ML,1624721850,25,13.3034,-4.8956,100.09,8.86
548,kachug,59,RU,1624721850,87,53.9606,105.8817,54.59,2.98
549,pacific grove,99,US,1624721851,80,38.482,-90.7415,86.11,4.0
550,newport,100,GB,1624721819,56,51.5877,-2.9984,70.93,10.85
551,trairi,14,BR,1624721785,50,-3.2778,-39.2689,87.31,10.83
552,yulara,0,AU,1624721851,70,-25.2406,130.9889,44.44,8.05
553,port augusta,41,CD,1624721852,47,-7.0349,29.7638,76.89,3.49
554,pundaguitan,100,PH,1624721852,77,6.3711,126.1689,82.18,9.86
